KW	JA	TC	id	name	names	is bad	type	valid members count	valid members ratio	nonavailable members count	nonavailable members ratio	collection name probability	@
		0	Q6647191	1918 births	kenmiles, bettyford, anwarsadat, annamani, spiroagnew, samwalton, idalupino, benjohnson, petershaw, annegwynne	0,008	human	7212	1	233	0,03	-58,37	
		0	Q6647132	1912 births	alanturing, evabraun, juliachild, kimilsung, genekelly, kimphilby, karlmalden, johncage, carloponti, joseferrer	0,01	human	7347	1	244	0,03	-58,37	
		0	Q6490926	1906 births	edgein, puyi, johnhuston, ilsekoch, jamesewebb, kurtgodel, wanrong, rknarayan, sayyidqutb, bugsysiegel	0,01	human	6627	1	196	0,03	-58,37	
		0	Q6647022	1904 births	carygrant, drseuss, bfskinner, peterlorre, jeangabin, jrdtata, kuvempu, navaltata, evecurie, pabloneruda	0,01	human	6349	1	168	0,03	-58,37	
		0	Q6647036	1905 births	simohayha, henryfonda, aynrand, aldogucci, gretagarbo, fredtrump, clarabow, myrnaloy, dhyanchand, albertspeer	0,01	human	6589	1	185	0,03	-58,37	
		0	Q6646994	1902 births	anseladams, raykroc, karlpopper, carlrogers, pauldirac, nazmhikmet, larryfine, willgeer, ireneryan, meyerlansky	0,01	human	6266	1	177	0,03	-58,37	
		0	Q6647051	1907 births	fridakahlo, johnwayne, linbiao, pavelfitin, bhagatsingh, whauden, herge, geneautry, hamedgohar, raymilland	0,01	human	6754	1	214	0,03	-58,37	
		0	Q6647168	1917 births	deanmartin, desiarnaz, jackkirby, janewyman, joanclarke, melferrer, johnfkennedy, lenahorne, bourvil, dinahshore	0,01	human	6933	1	213	0,03	-58,37	
		0	Q9704085	1911 births	babavanga, jackruby, jeanharlow, dannykaye, cantinflas, ashokkumar, karimlala, emilcioran, lucilleball, ronaldreagan	0,01	human	6919	1	189	0,03	-58,37	
		0	Q6646807	1890 births	hochiminh, stanlaurel, hplovecraft, alfredjodl, fritzlang, karelcapek, manray, grouchomarx, kurtlewin, robertley	0,012	human	5371	1	152	0,03	-58,37	
		0	Q5834038	1879 births	leontrotsky, paulklee, periyar, anjunggeun, emforster, kartini, willrogers, almamahler, maxschreck, chenduxiu	0,012	human	4417	1	129	0,03	-58,37	
		0	Q6646955	1900 births	erichfromm, luisbunuel, hansfrank, jeanarthur, helenhayes, edithfrank, karlwolff, mariatelkes, kurtweill, nicholaseden	0,012	human	6104	1	178	0,03	-58,37	
		0	Q6646925	1896 births	jeanpiaget, ruthgordon, imrenagy, italobalbo, drbendre, oswaldmosley, paulahitler, erichkoch, levvygotsky, georgyzhukov	0,012	human	5547	1	140	0,03	-58,37	
		0	Q6424770	1548 births	maryseymour, giordanobruno, yoshihime, odanagamasu, odanobukane, hondatadakatsu, saitotatsuoki, johnnorden, johnfinch, biancacappello	0,012	human	116	1	4	0,03	-58,37	
		0	Q6646969	1901 births	waltdisney, hirohito, clarkgable, sukarno, garycooper, rudolfhoss, eisakusato, edsullivan, vehbikoc, zeppomarx	0,012	human	5857	1	194	0,03	-58,37	
		1	Q6621293	Former teachers at the Conservatoire de Paris	adolphesax, cesarfranck, gabrielfaure, adolpheadam, pierrerode, marceldupre, charlesgounod, julesmassenet, marcelmule, yvesnat	0,012	human	89	0,85	3	0,03	-58,68	
		1	Q6639795	Solo piano compositions by Robert Schumann	carnaval, faesonata, kinderszenen, papillons, waldszenen, symphonyno3, genoveva, symphonyno4, symphonyno1, fantasieinc	0,008	musical work/composition	85	0,82	6	0,1	-59,04	
		1	Q18127308	Constituencies of the Telangana Legislative Assembly	munugode, goshamahal, palair, nalgonda, huzurabad, gajwel, dubbak, nampally, siddipet, khammam	0,01	constituency of the Telangana Legislative Assembly	232	0,73	14	0,06	-59,25	
		1	Q9826430	British Army personnel of World War II	kenmiles, paddymayne, davidniven, bennyhill, anthonyeden, bruceshand, petershaw, johnmills, mattbusby, johngrigg	0,006	human	3823	0,99	184	0,05	-59,32	
		4	Q7036503	Ancient Greek buildings and structures in Athens	parthenon, lyceum, erechtheion, propylaea, propylaia, kerameikos, stoapoikile, cynosarges, peripatos, stoaofzeus	0,004	architectural structure	48	0,83	3	0,06	-59,33	
		1	Q6589164	Malians	mansamusa, ayanakamura, jeantigana, salifkeita, seydoukeita, morykante, abubakariii, modibokeita, djimitraore, habibkoite	0,008	human	153	0,61	9	0,06	-59,34	
		2	Q6620881	Football clubs in the United Arab Emirates	alainfc, sharjahfc, sharjahsc, alnasrsc, alwahdafc, alwaslfc, kalbaclub, baniyassc, fujairahfc, ajmanclub	0,008	sports club, association football club	87	0,32	16	0,33	-59,43	
		4	Q610902	Symphonies by Wolfgang Amadeus Mozart	symphonyno40, luciosilla, symphonyno41, symphonyno1, symphonyno25, ilrepastore, symphonyno39, symphonyno38, symphonyno35, symphonyno36	0,01	musical work/composition	130	0,62	0	0	-59,45	
		4	Q6278609	1930s cars	1932ford, austin7, bmw328, mgttype, fiat508, gaza, 1937ford, peugeot201, cord810812, tatrav570	0,004	automobile model	197	0,74	12	0,06	-59,63	
		1	Q7603231	State Governors in the Nigerian Third Republic	saniabacha, jollynyame, mosesadasu, felixibru, ogbonnayaonu, evanenwerem, abubakaraudu, saidubarda, ibrahimbabangida, michaelotedola	0,012	human	32	0,82	1	0,03	-60,01	
		0	Q1033205	Deaths in 1998	polpot, sonnybono, falco, hide, carlwilson, johnderek, jeanmarais, robpilatus, fritzhonka, tedhughes	0,008	human	6230	0,99	230	0,04	-60,03	
		0	Q614395	Deaths in 1997	dodifayed, johndenver, antonlavey, briankeith, felakuti, chrisfarley, boi, jeffbuckley, juzoitami, motherteresa	0,01	human	6093	0,99	220	0,04	-60,03	
		0	Q1033202	Deaths in 1996	ntramarao, babavanga, tupacshakur, carlsagan, genekelly, greenboots, jamesburke, tinytim, spiroagnew, ottistoole	0,01	human	6135	0,99	186	0,03	-60,03	
		0	Q259232	Deaths in 2001	aaliyah, jacklemmon, ananddighe, thuytrang, annamani, joeyramone, josefbican, ashokkumar, noahyates, rknarayan	0,012	human	6558	0,99	199	0,03	-60,03	
		1	Q3042442	Compositions by Franz Schubert by genre	avemaria, erlkonig, d759, dieforelle, winterreise, d849, d944, d810, symphonyno8, rosamunde	0,008	musical work/composition	143	0,47	7	0,05	-60,06	
		3	Q289601	1951 in film	rashomon, biopic, quovadis, catpeople, scrooge, awaara, 42ndstreet, theidiot, showboat, bellissima	0,01	film	259	0,25	69	0,27	-60,18	
		0	Q1702361	Municipalities in Rio Grande do Norte	mossoro, parnamirim, caico, cearamirim, macaiba, tibaudosul, touros, extremoz, parelhas, angicos	0,002	municipality of Brazil	170	0,66	9	0,05	-60,23	
		1	Q42417151	Films featuring the deaf and hard of hearing	eternals, coda, orphan, creediii, creed, babydriver, creedii, wardrama, the355, knowing	0,008	film	176	0,43	66	0,39	-60,23	
		1	Q8497262	Governors of Rio Grande do Sul	romeuzema, raquellyra, tarsogenro, getuliovargas, pedrosimon, eduardoleite, oliviodutra, ibaneisrocha, paulodantas, leonelbrizola	0,008	human	52	0,44	6	0,14	-60,47	
		1	Q19893151	People subject to banning orders under apartheid	stevebiko, elagandhi, olivertambo, ruthfirst, fatimameer, deborahlevy, yusufdadoo, donaldwoods, waltersisulu, helenjoseph	0,008	human	59	0,65	3	0,05	-60,68	
		4	Q6604471	X-Men comics	manga, houseofm, xmenvol1, destinyofx, whatif, dawnofx, wolverine, oldmanlogan, decimation, uncannyxmen	0,01	comics	141	0,53	36	0,27	-60,93	
		4	Q17072188	European cheeses with protected geographical status	burrata, cheddar, gorgonzola, roquefort, feta, provolone, manchego, edam, edamcheese, bryndza	0,012	cheese	160	0,57	24	0,15	-61,48	
		4	Q8184655	2001 horror films	hannibal, theothers, pulse, jasonx, joyride, frailty, valentine, dagon, session9, down	0,01	film	78	0,99	29	0,37	-61,6	
		4	Q18177024	2016 horror films	terrifier, theboy, raw, hush, lightsout, blairwitch, cell, morgan, theshallows, theforest	0,01	film	179	0,99	51	0,29	-61,6	
		1	Q8356993	Charter 77 signatories	vaclavhavel, janpatocka, jantiska, jiikola, olgahavlova, pavelkohout, milanuhde, dasavokata, janruml, jansokol	0,004	human	95	0,91	2	0,02	-62,31	
		1	Q97430943	Films about Orthodox and Hasidic Jews	yentl, thevigil, thechosen, disobedience, oneofus, thedybbuk, thesecrets, menashe, kadosh, ushpizin	0,008	93Queen, And Thou Shalt Love, Arranged, Autonomies, Wolkenbruch, Blacks and Jews, Campfire, A Cantor's Tale, The Chosen, City of Joel, Code of Silence, Disobedience, The Dybbuk, The Dybbuk, Eyes Wide Open, Felix and Meira, Fiddler on the Roof, Fill the Void, Fires in the Mirror, The Frisco Kid, A Gesheft, Gett: The Trial of Viviane Amsalem, God's Neighbors, Le Golem, Gut Shabbes Vietnam, Ha-Chatzer, Hiding and Seeking, In Satmar Custody, Kadosh, Kathmandu, Keep Not Silent, King of Crown Heights, Kipat Barzel, Kosher Love, Leaving the Fold, Left Luggage, Let There Be Light, A Life Apart, Little Jerusalem, Matir Agunot, Menashe, Mendy: A Question of Faith, My Father My Lord, Nayes, One of Us, Outback Rabbis, Paper Dolls, A Price Above Rubies, Project 2x1, Punk Jews, The Rabbi Goes West, Red Cow, The Return of Sarah's Daughters, Sacred Sperm, Say Amen, The Secrets, Shekinah Rising, Shtisel, A Stranger Among Us, Strictly Jewish: The Secret World of Adass Israel, Tevye and His Seven Daughters, Tevye, The Return: A Hasidic Experience, Tikkun, Time of Favor, A Touch Away, Trembling Before G-d, Twist of Faith, Unorthodox (miniseries), The Unorthodox, Ushpizin, The Vigil, The Wedding Plan, Welcome to the Waks Family, The Women's Balcony, The Yankles, Yentl, Yoel, Israel & Pashkavils, film	69	0,83	17	0,25	-62,34	
		1	Q17097489	Awards and nominations received by Viola Davis	baftas, tonyaward, tonyawards, grammyawards, betawards, academyawards, obieawards, saturnawards, aactaawards, tcaawards	0,01	award	139	0,31	10	0,07	-62,57	
		0	Q18109800	Roles and awards of Arshad Warsi	pagalpanti, chocolate, dhamaal, hulchul, golmaal3, jollyllb, sunday, durgamati, ishqiya, faltu	0,002	film	58	0,39	7	0,12	-63,34	
		1	Q6597985	Speakers of the Tamil Nadu Legislative Assembly	kpitchandi, kkalimuthu, mappavu, djayakumar, krajaram, spadithanar, pdhanapal, mpsivagnanam, phpandian, vpduraisamy	0,008	human	59	0,48	0	0	-64,14	
		1	Q1828895	AMD Athlon 64 processors	ryzen, epyc, athlon, athlonmp, athlonxp, athlon64x2, phenomii, threadripper, athlon64, amdfx	0,01	microprocessor	27	0,21	8	0,3	-64,64	
		1	Q6641509	Stratigraphic units with dinosaur body fossils	cretaceous, mesozoic, cenomanian, campanian, tithonian, albian, turonian, aptian, barremian, oxfordian	0,008	stratigraphic unit	184	0,76	5	0,03	-65,23	
		1	Q105973503	ZEE5 original films	unhinged, radhe, blurr, lovehostel, tadka, thepower, kaagaz, lost, bobbiswas, mathil	0,006	film	80	0,75	24	0,3	-65,63	
		1	Q4436303	Programs broadcast by 2x2	familyguy, southpark, winxclub, futurama, thesimpsons, rwby, archer, dragonball, tomandjerry, thejetsons	0,01	television program	420	0,85	188	0,45	-66,23	
		1	Q15184628	Bangladeshi Sunni Muslim scholars of Islam	abdurrahim, rezaulkarim, azizulhaque, fazlulkarim, mamunulhaque, ubaidulhaq, ruhulamin, ziauddin, mahmudulhasan, ayubali	0,008	human	81	1	3	0,04	-66,68	
		1	Q96949985	Vic (name)	vicmorrow, vicdamone, vicchou, vicreeves, vikbarn, victayback, vicfuentes, vicsotto, vicmignogna, viksahay	0,002	human, human, human, human	47	0,76	3	0,06	-66,69	
		1	Q16249393	J. Jayalalithaa filmography	adimaipenn, izzat, namnaadu, yaarnee, deivamagan, olivilakku, enannan, naan, manmauji, jesus	0,008	film	122	0,77	9	0,07	-66,78	
		1	Q16981271	NCAA Division I FBS football stadiums	rosebowl, alamodome, kylefield, ohiostadium, ryanfield, shistadium, sunbowl, faustadium, folsomfield, ricestadium	0,007333333333	stadium	134	0,2	55	0,42	-66,89	
		1	Q25429260	Municipalities in Mato Grosso by HDI	cuiaba, caceres, novamutum, confresa, sorriso, querencia, aripuana, campoverde, juina, pocone	0,008	municipality of Brazil	151	0,78	18	0,12	-67,03	
		1	Q963981	Municipalities in Mato Grosso do Sul	treslagoas, dourados, corumba, campogrande, pontapora, aquidauana, paranaiba, navirai, amambai, bataguassu	0,008	municipality of Brazil, city	83	0,38	10	0,13	-67,17	
		1	Q7908423	People from Brașov	ioniriac, petermaffay, orban, brassai, coresi, ludovicorban, annpirvu, lajosaprily, dananalbaru, tefancalia	0,01	human	143	0,92	2	0,02	-67,32	
		1	Q7857515	1992 animated films	aladdin, coolworld, bebeskids, sinbad, food, frogbaseball, adam, pjsparkles, freddieasfro7, themagicvoyage	0,012	animated film, film	29	0,94	9	0,32	-67,85	
		1	Q6596240	Sahitya Akademi Award winners for Marathi	kusumagraj, gakulkarni, anandyadav, indirasant, gndandekar, laxmanmane, puladeshpande, ranjitdesai, nandakhare, irawatikarve	0,01	human	102	0,44	1	0,02	-67,92	
		3	Q9930114	Cars introduced in 2000	minihatch, volvov70, volvos60, fordescape, hondacivic, arielatom, suzukiswift, lotusexige, bmwz8, acuramdx	0,01	automobile model	57	0,86	12	0,21	-68,22	
		3	Q9930218	Cars introduced in 2002	mazdarx8, nissan350z, mazda6, kiasorento, volvoxc90, audirs6, mazda2, isuzudmax, hummerh2, toyotavios	0,01	automobile model	73	0,88	19	0,26	-68,22	
		3	Q9930303	Cars introduced in 2005	toyotareiz, hondacivic, fordfusion, toyotaaygo, hummerh3, citroenc1, citroenc6, peugeot107, mazdamx5, porsche987	0,012	automobile model	84	0,88	16	0,2	-68,22	
		1	Q8646068	Regicides	ramai, jehu, narcissus, ricimer, ehud, alboin, dingane, zimri, milosobilic, gundobad	0,012	human	63	0,88	6	0,1	-68,55	
		2	Q5449173	Films depicting Latin American military dictatorships	colonia, missing, thetwopopes, salvador, bananas, theclan, machuca, underfire, romero, marighella	0,008	film	134	0,73	30	0,28	-68,6	
		1	Q8639130	Recipients of the title of Merited Artist of Ukraine	tinakarol, anilorak, ruslana, potap, irynabilyk, ivobobul, kamaliya, olehskrypka, allakudlai, oksanashvets	0,012	human	76	0,96	5	0,07	-69,36	
		1	Q7585570	TVXQ albums discography	livealbum, remixalbum, mirotic, triangle, risingsun, tone, soundtrackalbum, analogtrip, catchme, humanoids	0,008	album	60	0,42	13	0,42	-69,49	
		4	Q8139413	1940s war films	paisan, airforce, romeopencity, crashdive, bataan, sergeantyork, wakeisland, bonvoyage, twosoldiers, army	0,01	film	108	0,98	12	0,11	-70,13	
		1	Q17109703	Programs previously broadcast by Intercontinental Broadcasting Corporation	seinfeld, tomandjerry, familyties, gunsmoke, candycandy, kungfu, thesmurfs, voltesv, getterrobo, partyoffive	0,01	television program	166	0,59	48	0,29	-70,22	
		1	Q6635345	Programs broadcast by Syfy	manifest, doctorwho, lost, twinpeaks, thexfiles, theexpanse, charmed, futurama, chucky, spartacus	0,01	television program	432	0,38	209	0,5	-70,84	
		1	Q8293515	Military engagements of the Great Northern War in chronological order	battleofnarva, battleofpoltava, sackofbaturyn, siegeofnarva, battleofnapue, battleoflesnaya, battleofkliszow, battleofkalisz, siegeofveprik, battleofstaket	0,008	battle	57	0,65	0	0	-70,98	
		1	Q4433361	Gillingham F.C. managers	manager, tonypulis, steveevans, neilharris, glennroeder, petertaylor, martinallen, iffyonuora, johngorman, iwanroberts	0,012	human	108	0,39	13	0,23	-71,4	
		1	Q8552750	Iranian Bahá'ís	hushangebtehaj, shoghieffendi, hosseinamanat, nabiliazam, varqa, shabnamtolouei, badi, fariborzsahba, ibniasdaq, farhangholakouee	0,004	human	53	0,95	2	0,04	-71,99	
		1	Q67186986	Caio (name)	caiocastro, caioblat, caiojunior, caiocollet, caioribeiro, caioterra, caiocesar, caiobonfim, caiosouza, caioalves	0,01	human	32	0,82	2	0,06	-72,2	
		1	Q16255089	Vanisri filmography	premnagar, pooja, bobbiliraja, bhishma, gangamanga, aradhana, vanirani, anugraham, kondura, babu	0,008	film	130	0,89	8	0,06	-72,23	
		1	Q16254493	Sudeepa filmography	vikrantrona, eega, naanee, dabangg3, puli, kotigobba3, thevillain, ricky, pailwaan, kotigobba2	0,01	film	89	0,74	20	0,23	-72,23	
		1	Q383248	Bishops of Poznań	augusthlond, jordan, juliuszpaetz, bogumilus, unger, janwezyk, sigismunditheold, jerzystroba, jankropidlo, edmunddalbor	0,008	human	140	0,78	12	0,15	-72,62	
		1	Q6563085	Ayyubid rulers	saladin, baibars, alkamil, aybak, aladil, aladili, shirkuh, abulfida, abulfeda, shajaraldurr	0,004	human	56	0,51	3	0,05	-72,9	
		1	Q6610747	Colloquial names for universities and colleges in the United States	dukeuniversity, bostoncollege, unioncollege, brownuniversity, ithacacollege, tuftsuniversity, ohiouniversity, lawrencetech, dartmouthcollege, brynmawrcollege	0,004	university	480	0,84	219	0,46	-73,05	
		1	Q3243150	Origamists	sadakosasaki, erikdemaine, tomokofuse, robertjlang, migueldeunamuno, ericjoisel, davidahuffman, junmaekawa, akirayoshizawa, alicegray	0,002	human	79	0,83	3	0,06	-73,15	
		1	Q7018824	Naukograds	innopolis, sarov, seversk, khimki, dubna, obninsk, biysk, miass, michurinsk, snezhinsk	0,012	city or town, science park, human settlement	44	0,92	6	0,14	-73,15	
		1	Q11722867	Göktürk family tree	kultigin, bilgaqaan, khatun, tonyukuk, istami, buminkhagan, buminqaghan, bilgekhagan, tardu, mukankhagan	0,006	human	88	0,56	3	0,03	-73,41	
		1	Q7037723	Mid-size cars	mazda6, lexusgs, citroends, audirs6, peugeot405, audi80, peugeot406, audi100, fordsierra, fiat124	0,01	automobile model	294	0,93	35	0,13	-73,44	
		1	Q1839419	Archbishops of Gniezno and primates of Poland	jozefglemp, augusthlond, janlaski, jakubswinka, bogumilus, ignacykrasicki, wojciechpolak, stefanwyszynski, mikolajtraba, janwezyk	0,008	human	96	0,87	2	0,02	-73,46	
		3	Q7163628	1990s American television series	nflonfox, toprank, nflonabc, firingline, vh1divas, nhlonabc, thisoldhouse, meetthepress, superstars, hourofpower	0,002	television series	112	0,64	23	0,21	-73,58	
		3	Q8198944	2010s American television series	wweraw, nflonfox, nbaonabc, nfloncbs, impact, toprank, crosstalk, wwesmackdown, braingames, nflonabc	0,002	television series	134	0,6	30	0,22	-73,58	
		3	Q6799243	2000s American television series	wweraw, nflonfox, nbaonabc, nfloncbs, somostuyyo, toprank, crosstalk, wwesmackdown, nflonabc, vh1divas	0,008	television series	117	0,61	29	0,25	-73,58	
		3	Q7163599	1980s American television series	dragnet, nfloncbs, toprank, nflonabc, firingline, thenfltoday, nflonnbc, thisoldhouse, meetthepress, superstars	0,01	television series	103	0,77	16	0,16	-73,58	
		4	Q6605951	Animated television series of 1987	ducktales, firemansam, norakuro, bravestarr, bikkuriman, oxtales, lady, mapletown, zillion, spot	0,006	television program	62	0,43	13	0,21	-73,89	
		3	Q18741124	Animated television series of 2016	carrossel, ejenali, kralsakir, oddbods, theloudhouse, zakstorm, bunnicula, simon, thelionguard, animals	0,008	television program	81	0,47	13	0,16	-73,89	
		3	Q18142049	Animated television series of 2015	pjmasks, kidecats, superwings, webarebears, vixen, molang, thedeep, dinotrux, naturecat, puffinrock	0,008	television program	81	0,42	24	0,3	-73,89	
		4	Q6605960	Animated television series of 1993	animaniacs, kidswb, madeline, bonkers, veggietales, mightymax, pokonyan, exosquad, familydog, bow	0,01	television program	63	0,32	21	0,33	-73,89	
		1	Q28399468	Poets from Odisha	jayadeva, haldharnag, bhimabhoi, saraladasa, salabega, radhanathray, anantadasa, madhusudandas, balaramadasa, upendrabhanja	0,01	human	71	1	1	0,01	-73,96	
		1	Q56292518	Companies of the United Kingdom A-J	bbc, volkswagen, walmart, unilever, ernstyoung, hsbc, shellplc, ferrerospa, bet365, guinness	0,004	business	546	0,67	187	0,34	-74,17	
		1	Q6592895	Olympiacos F.C. managers	zico, paulobento, marcosilva, michel, olegblokhin, jacekgmoch, vitorpereira, oscargarcia, ewaldlienen, besnikhasi	0,004	human	135	0,57	3	0,04	-74,35	
		3	Q8183133	2000s British television series	loosewomen, timeteam, robotwars, mastermind, thismorning, diysos, tfifriday, hardtalk, 100greatest, 5news	0,006	television series	92	0,89	18	0,2	-74,75	
		0	Q52459178	Black films of the 2010s	getout, greenbook, creed, thehelp, flight, moonlight, fastfive, fences, afterearth, justmercy	0,002	film	214	0,6	104	0,5	-75,08	
		0	Q8198981	2010s Russian television series	kitchen, ekaterina, themethod, sashatanya, interns, trace, comedyclub, univer, luntik, godunov	0,002	television series	62	0,67	23	0,37	-75,2	
		1	Q17089017	Programs aired by Studio 23	doctorwho, ncis, lost, mrbean, thexfiles, smallville, charmed, futurama, castle, scrubs	0,008	television program	364	0,71	189	0,53	-75,34	
		1	Q8732993	People from Ebonyi State	samueletoo, tekno, sinach, daveumahi, simonekpa, patoranking, chachaeke, chrisabani, nnamdiazikiwe, akanuibiam	0,008	human	77	0,87	4	0,09	-75,41	
		1	Q17098761	Open-pit mines	mirnymine, bighole, cerrejon, sukari, berkeleypit, yanacocha, reddogmine, pascualama, grasbergmine, escondida	0,01	mine	82	0,36	5	0,06	-76,43	
		1	Q7050057	Nora Aunor filmography	himala, tbirdatako, televisionfilm, thywomb, elpresidente, bona, naglalayag, ikawayakin, taklub, sidhi	0,01	film	34	0,24	8	0,24	-76,45	
		3	Q6315252	2000s animated television series	kikoriki, upinipin, luntik, chhotabheem, disneyclub, cubix, pepee, supastrikas, bakkar, block13	0,01	television series	60	0,66	11	0,18	-76,49	
		1	Q15100942	People from Tyler, Texas	sandyduncan, nikomoon, taymoney, louiegohmert, paulcauthen, bobluman, jackwrather, dooleywilson, dansmoot, ryanbrown	0,002	human	90	0,98	8	0,09	-76,66	
		3	Q12733945	Comedy films of the 1980s	thegoonies, gremlins, comedyfilm, airplane, heathers, brazil, evildeadii, beetlejuice, big, spaceballs	0,002	film	603	0,64	271	0,45	-77,45	
		3	Q6611869	Comedy films of the 1970s	comedyfilm, thesting, kaiju, anniehall, mash, network, 1941, beingthere, papermoon, heistfilm	0,008	film	215	0,67	72	0,34	-77,45	
		3	Q6611871	Comedy films of the 1950s	comedyfilm, kaiju, sabrina, heistfilm, funnyface, harvey, spyfilm, busstop, houseboat, mononcle	0,01	film	144	0,58	32	0,22	-77,45	
		4	Q7007966	Musical groups established in 1961	thezombies, thebeachboys, thetoys, goldenearring, thecasuals, theessex, bintangs, theexciters, theearls, thespotnicks	0,006	musical group	68	0,82	8	0,12	-77,62	
		1	Q6569405	Dundee United F.C. managers	manager, jimgoodwin, jackross, liamfox, tamcourts, billydodds, ianmccall, jimmclean, craiglevein, ivangolac	0,004	human	89	0,44	7	0,15	-78,03	
		1	Q8921932	Conservative Party (UK) politicians	solcampbell, guygibson, tomharwood, davidbull, leoblair, timcollins, davidstarkey, dianejames, paulnuttall, dereklaud	0,008	human	104	0,98	8	0,08	-78,5	
		1	Q724926	SNCB/NMBS classes	traxx, 462, 440, 460, 060, 060t, 280, 260, 442, 2100	0,012	railway traction vehicle	59	0,48	10	0,18	-78,86	
		1	Q8751230	People from Thanh Hóa province	lekhphieu, thha, phmminhchinh, nguynhoang, buitindng, levitlam, tohuyra, trnhkim, phngthanh, hoangthuy	0,012	human	49	1	1	0,02	-78,86	
		1	Q23681128	Italian YouTubers	davie504, frankmatano, bellofigo, favij, sio, michelebravi, pjliguori, mauriziomerluzzo, massimopolidoro, albertonaska	0,008	human	11	0,92	7	0,64	-79,08	
		1	Q16346648	Shakib Khan filmography	nabab, password, shikari, naqaab, bossgiri, bir, bidrohi, golui, chalbaaz, nababllb	0,006	film	86	0,46	16	0,19	-80,24	
		1	Q6826615	People from Timișoara	johnhunyadi, alfredmusil, laszlotkes, hertamuller, palkinizsi, ioanslavici, gyorgydozsa, dannegru, pippospano, janosbolyai	0,004	human	167	0,84	1	0,01	-81,14	
		1	Q115610401	Devolver Digital games	fallguys, gris, weirdwest, trektoyomi, askiisoft, katanazero, broforce, inscryption, scum, deathsdoor	0,004	video game, Devolver Digital	132	0,61	33	0,25	-81,31	
		1	Q20814430	Ambareesh filmography	drama, kurukshetra, premaloka, bulbul, priya, diggajaru, ambareesha, sangliyana, antha, vayuputra	0,012	film	120	0,76	13	0,11	-81,44	
		2	Q8766975	Plug-in hybrid vehicles	toyotarav4, bmw3series, hondacrv, bmwi8, audia8, seatleon, lexusrx, audiq7, volvoxc90, volvos60	0,008	automobile model	119	0,63	47	0,42	-81,54	
		1	Q4834206	B. Saroja Devi filmography	aadhavan, oncemore, paigham, padagotti, bhookailas, sasural, aalayamani, nireekshana, agniips, anbevaa	0,008	film	139	0,72	5	0,04	-82,06	
		4	Q8167386	1985 American television series debuts	macgyver, thejetsons, 227, jem, perrymason, thundercats, robotech, itsaliving, carebears, streethawk	0,012	television series	98	0,84	42	0,43	-83,1	
		1	Q1840020	Mountain groups in the Alpine Club classification of the Eastern Alps	zugspitze, triglav, ortler, pizbernina, dachstein, wildspitze, hochkonig, grossglockner, hochfeiler, hohewarte	0,008	mountain	72	0,4	7	0,1	-83,32	
		1	Q107920639	Jisshu Sengupta filmography	sitaramam, acharya, bheeshma, barfi, sadak2, maestro, thepower, piku, mardaani2, mardaani	0,008	film	70	0,62	18	0,26	-83,74	
		1	Q6624892	Land-grant universities	virginiatech, yaleuniversity, brownuniversity, purdueuniversity, cornelluniversity, auburnuniversity, texasamuniversity, rutgersuniversity, clemsonuniversity, universityofidaho	0,012	university	80	0,62	48	0,6	-84,41	
		1	Q632158	Songs recorded by Die Ärzte	lullaby, kiss, westerland, danke, junge, elke, livezuspat, zuspat, lasseredn, bittebitte	0,01	song	79	0,3	8	0,2	-84,89	
		1	Q8556908	Israeli conductors (music)	lahavshani, nurithirsh, itzhakperlman, danieloren, arievardi, gilshohat, dovseltzer, yoellevi, danielbarenboim, yoelgamzou	0,008	human	51	1	1	0,02	-85,01	
		2	Q8188232	2004 anime television series debuts	bleach, initiald, blackjack, kinnikuman, yugiohgx, saiyuki, phoenix, major, area88, zipang	0,004	Japanese television series	80	0,71	23	0,29	-85,08	
		2	Q8192960	2007 anime television series debuts	kaiji, ikkitousen, mononoke, shugochara, bigwindup, dennohcoil, genshiken, minamike, bluedragon, gurrenlagann	0,012	Japanese television series	79	0,64	19	0,24	-85,08	
		1	Q7064651	South Korean manhwa artists	kimjunggi, boichi, kian84, hailkwon, kangfull, huhyoungman, wonsooyeon, guiyeoni, kimpoong, leehyunse	0,01	human	36	1	3	0,08	-85,12	
		1	Q6605542	Albums which have spent the most weeks on the UK Albums Chart	thriller, rumours, nevermind, 1989, lover, bad, offthewall, fineline, madonna, thefame	0,012	album	168	0,42	79	0,54	-85,32	
		1	Q1864516	People from Königsberg	immanuelkant, etahoffmann, carllinnaeus, hannaharendt, emmagoldman, yitzhakrabin, brunotaut, eugensandow, davidhilbert, ottobraun	0,012	human	139	0,71	4	0,03	-85,74	
		1	Q7234403	People from Chihuahua (state)	omarchaparro, menny, ervillebaron, polourias, pascualorozco, jesushelguera, estherorozco, nachogalindo, miguelacevesmejia, alfredvrascon	0,01	human	57	0,95	3	0,05	-85,8	
		1	Q65043858	Jaishankar filmography	valimai, thalapathi, wohkaunthi, arunachalam, mappillai, maaveeran, vishnu, arangetram, gokulam, yaar	0,01	film	206	0,52	17	0,08	-86,04	
		1	Q8373231	Demonologists	jamesviandi, jeanbodin, dantealighieri, cottonmather, johannweyer, jeanfernel, ralphsarchie, fredbatt, heinrichkramer, richardbaxter	0,012	human	44	0,98	3	0,07	-86,97	
